datasetName,uid,filesize,publish,export_filename,error_count,Created,Updated,Deleted,time_started,time_finished,current_row_count,threadID
DEC_SPILLINCIDENTS,u44d-k5fk,108538281,TRUE,C:/sterling/DEC_SPILLINCIDENTS_20210204_R.CSV,0,511794,0,0,2021-02-04T06:40:33.958417,2021-02-04T06:40:54.484839,475111,7572
DTF_NYSREGISTEREDTAXPREPARERS,b7jj-bh4g,1982343,TRUE,C:/sterling/DTF_NYSREGISTEREDTAXPREPARERS_20210204_R.csv,0,29401,0,0,2021-02-04T07:01:18.875257,2021-02-04T07:01:26.124727,29157,6284
DOS_AEBARBERBUSINESSES,y3u4-jbgh,5781668,TRUE,C:/sterling/DOS_AEBARBERBUSINESSES_20210204_R.tsv,0,34197,0,0,2021-02-04T08:24:17.676626,2021-02-04T08:24:23.971082,0,2712
DOS_REAPPRAISERS,3nr4-s9yt,714688,TRUE,C:/sterling/DOS_REAPPRAISERS_20210204_R.TSV,0,4123,0,0,2021-02-04T12:00:44.577233,2021-02-04T12:00:50.770435,4123,7260
DOS_POLITICALCONSULTANTFILINGS,tekz-xrvb,3569473,TRUE,C:/sterling/DOS_POLITICALCONSULTANTFILINGS_20210204_R.TSV,0,8820,0,0,2021-02-04T12:00:44.483473,2021-02-04T12:00:51.575405,8820,6564
DOS_ACTIVERESALESBROKERS,yg7h-zjbf,21744094,TRUE,C:/sterling/DOS_ACTIVERESALESBROKERS_20210204_R.tsv,0,165218,0,0,2021-02-04T12:00:44.452223,2021-02-04T12:01:02.736943,80000,6480
DOS_TESTEMPTYACTIVECORPS,urym-c659,631439847,TRUE,C:/sterling/DOS_TESTEMPTYACTIVECORPS_20210204_R.tsv,0,3019379,0,0,2021-02-04T11:31:59.718864,2021-02-04T11:34:17.200070,2960000,7608
DOS_TESTEMPTYACTIVECORPS,urym-c659,631439847,TRUE,C:/sterling/DOS_TESTEMPTYACTIVECORPS_20210204_R.tsv,0,3019379,0,0,2021-02-04T13:32:48.119296,2021-02-04T13:36:20.477905,2960000,5528
NYSERDA_ALTFUELSTATIONS,bpkx-gmh7,813981,TRUE,C:/sterling/NYSERDA_ALTFUELSTATIONS_20210204_R.csv,0,2501,0,0,2021-02-04T15:00:35.822004,2021-02-04T15:00:43.707741,2494,8076
NYCC_BOATSFORHIRE,ibtm-q4dj,15590,TRUE,C:/sterling/NYCC_BOATSFORHIRE_20210204_R.csv,0,70,0,0,2021-02-04T16:00:43.035322,2021-02-04T16:00:49.837414,70,5448
NYCC_LOCKS,ta83-js48,7410,TRUE,C:/sterling/NYCC_LOCKS_20210204_R.csv,0,56,0,0,2021-02-04T16:00:43.894380,2021-02-04T16:00:51.153830,56,6372
NYCC_LIFTBRIDGES,pe3j-9bkg,1577,TRUE,C:/sterling/NYCC_LIFTBRIDGES_20210204_R.csv,0,20,0,0,2021-02-04T16:00:46.057513,2021-02-04T16:00:52.058709,20,2004
NYCC_BOATLAUNCHES,7nbx-apd3,29161,TRUE,C:/sterling/NYCC_BOATLAUNCHES_20210204_R.csv,0,144,0,0,2021-02-04T16:00:42.860311,2021-02-04T16:00:48.192771,144,7244
NYCC_GUARDGATES,daiv-97a8,1735,TRUE,C:/sterling/NYCC_GUARDGATES_20210204_R.csv,0,20,0,0,2021-02-04T16:00:50.843828,2021-02-04T16:00:56.031549,20,7664
NYCC_LODGING,2xud-cuua,22738,TRUE,C:/sterling/NYCC_LODGING_20210204_R.csv,0,121,0,0,2021-02-04T16:01:00.650455,2021-02-04T16:01:06.209159,121,1564
NYCC_MARINASPUBLICDOCKS,6y52-j6td,17056,TRUE,C:/sterling/NYCC_MARINASPUBLICDOCKS_20210204_R.csv,0,131,0,0,2021-02-04T16:01:00.559448,2021-02-04T16:01:07.006943,131,6380
DOS_REAPPRAISERS,3nr4-s9yt,714688,TRUE,C:/sterling/DOS_REAPPRAISERS_20210204_R.TSV,0,4123,0,0,2021-02-04T18:00:34.931112,2021-02-04T18:00:40.409876,4123,5804
DOS_POLITICALCONSULTANTFILINGS,tekz-xrvb,3569473,TRUE,C:/sterling/DOS_POLITICALCONSULTANTFILINGS_20210204_R.TSV,0,8820,0,0,2021-02-04T18:00:34.861093,2021-02-04T18:00:54.233174,8820,5972
DOS_ACTIVERESALESBROKERS,yg7h-zjbf,21744094,TRUE,C:/sterling/DOS_ACTIVERESALESBROKERS_20210204_R.tsv,0,165218,0,0,2021-02-04T18:00:34.845096,2021-02-04T18:00:46.055196,147872,8968
SLA_PENDINGLICENSES,t5r8-ymc5,277339,TRUE,C:/sterling/SLA_PENDINGLICENSES_20210204_R.csv,0,1970,0,0,2021-02-04T23:30:33.286467,2021-02-04T23:30:38.397536,1987,4020
SLA_ACTIVELICENSES,hrvs-fxs2,10607731,TRUE,C:/sterling/SLA_ACTIVELICENSES_20210204_R.csv,0,49842,0,0,2021-02-04T23:30:34.712558,2021-02-04T23:30:44.438503,0,6840
ITS_ACTIVITYLOGDATASET,h5bg-pd3x,170473,TRUE,C:/sterling/ITS_ACTIVITYLOGDATASET_20210204_A.csv,0,342,0,0,2021-02-05T00:30:38.869513,2021-02-05T00:30:51.238998,214774,3408
GAMING_BREAKDOWN,q6ts-kwhk,1199471,TRUE,C:/sterling/GAMING_BREAKDOWN_20210205_R.csv,0,4313,0,0,2021-02-05T02:00:30.988903,2021-02-05T02:00:40.193653,4311,8620
GAMING_RETAILERFILE,2vvn-pdyi,1335088,TRUE,C:/sterling/GAMING_RETAILERFILE_20210204_R.CSV,0,15680,0,0,2021-02-05T02:00:30.223852,2021-02-05T02:01:03.203839,15681,5832
GAMING_WINNINGNUMCASH4LIFE,kwxv-fwze,65,TRUE,C:/sterling/GAMING_WINNINGNUMCASH4LIFE_20210204_A.CSV,0,1,0,0,2021-02-05T02:00:40.348724,2021-02-05T02:01:32.016225,1108,2156
GAMING_LICENSING,cz9u-yj7m,2269623,TRUE,C:/sterling/GAMING_LICENSING_20210205_R.csv,0,21015,0,0,2021-02-05T02:00:40.489345,2021-02-05T02:01:46.507989,20985,8740
DTF_NYSREGISTEREDTAXPREPARERS,b7jj-bh4g,1992007,TRUE,C:/sterling/DTF_NYSREGISTEREDTAXPREPARERS_20210205_R.csv,0,29549,0,0,2021-02-05T02:44:27.895511,2021-02-05T02:44:33.578232,29401,2876
DMV_OFFICELOCATIONS,9upz-c7xg,34467,TRUE,C:/sterling/DMV_OFFICELOCATIONS_20210205_R.csv,0,165,0,0,2021-02-05T03:01:02.924361,2021-02-05T03:01:19.528296,165,3736
DMV_LENSCUSTOMERS,tt84-bydt,2775556,TRUE,C:/sterling/DMV_LENSCUSTOMERS_20210204_R.csv,0,14871,0,0,2021-02-05T03:01:02.924361,2021-02-05T03:01:22.572177,14872,5824
DOS_AMC,7ttn-4nwr,23103,TRUE,C:/sterling/DOS_AMC_20210205_R.csv,0,158,0,0,2021-02-05T03:45:18.880723,2021-02-05T03:45:23.793462,158,5288
NYSERDA_UERCOUNTYMONTHLY,47km-hhvs,13276432,TRUE,C:/sterling/NYSERDA_UERCOUNTYMONTHLY_20210204_R.csv,0,109925,0,0,2021-02-05T04:01:49.856403,2021-02-05T04:01:58.469793,0,8004
NYSERDA_UERZIPMONTHLY,tzb9-c2c6,97023106,TRUE,C:/sterling/NYSERDA_UERZIPMONTHLY_20210204_R.csv,0,743398,0,0,2021-02-05T04:02:24.972652,2021-02-05T04:02:55.728359,640000,4824
NYSERDA_UERCOMMUNITYMONTHLY,m3xm-q3dw,228293932,TRUE,C:/sterling/NYSERDA_UERCOMMUNITYMONTHLY_20210204_R.csv,0,1493687,0,0,2021-02-05T04:01:56.330813,2021-02-05T04:02:54.214079,1400000,6536
DOS_AEBARBERBUSINESSES,y3u4-jbgh,5780019,TRUE,C:/sterling/DOS_AEBARBERBUSINESSES_20210205_R.tsv,0,34188,0,0,2021-02-05T05:02:23.050004,2021-02-05T05:02:43.647969,0,9076
DEC_MINEDLANDPERMITS,va8e-9s3h,1882350,TRUE,C:/sterling/DEC_MINEDLANDPERMITS_20210205_R.csv,0,6002,0,0,2021-02-05T05:09:24.668098,2021-02-05T05:09:29.798582,6002,7392
DEC_CURRENTPESTICIDEBUSINESSES,h8u2-6ejg,1034152,TRUE,C:/sterling/DEC_CURRENTPESTICIDEBUSINESSES_20210205_R.csv,0,7601,0,0,2021-02-05T05:09:27.698288,2021-02-05T05:09:31.945558,7611,5440
DEC_PESTICIDEAPPLICATORS,c7db-kwpj,4317817,TRUE,C:/sterling/DEC_PESTICIDEAPPLICATORS_20210205_R.csv,0,31746,0,0,2021-02-05T05:09:24.834101,2021-02-05T05:09:30.335566,31740,8256
DEC_OILGASOTHERREGULATEDWELLS,szye-wmt3,23672956,TRUE,C:/sterling/DEC_OILGASOTHERREGULATEDWELLS_20210205_R.csv,0,46049,0,0,2021-02-05T05:09:27.467270,2021-02-05T05:09:38.992371,31492,1744
GAMING_WINNINGNUMTAKE5,dg63-4siq,61,TRUE,C:/sterling/GAMING_WINNINGNUMTAKE5_20210204_A.CSV,0,1,0,0,2021-02-05T05:30:28.698971,2021-02-05T05:30:32.684261,8692,8568
GAMING_WINNINGNUMPICK10,bycu-cw7c,97,TRUE,C:/sterling/GAMING_WINNINGNUMPICK10_20210204_A.CSV,0,1,0,0,2021-02-05T05:30:28.582965,2021-02-05T05:30:32.660711,12402,308
GAMING_WINNINGNUMNUMSWIN4,hsys-3def,283,TRUE,C:/sterling/GAMING_WINNINGNUMNUMSWIN4_20210204_A.CSV,0,1,0,0,2021-02-05T05:30:28.411953,2021-02-05T05:30:32.990714,14665,7476
GAMING_WINNINGNUMQUICKDRAW,7sqk-ycpk,30942,TRUE,C:/sterling/GAMING_WINNINGNUMQUICKDRAW_20210204_A.CSV,0,351,0,0,2021-02-05T05:30:28.670969,2021-02-05T05:30:42.156512,1033107,7908
DEC_REMEDIATION,c6ci-rzpg,34303462,TRUE,C:/sterling/DEC_REMEDIATION_20210205_R.CSV,0,83104,0,0,2021-02-05T06:40:42.295815,2021-02-05T06:40:53.020817,40000,6216
DEC_SPILLINCIDENTS,u44d-k5fk,108543115,TRUE,C:/sterling/DEC_SPILLINCIDENTS_20210205_R.CSV,0,511818,0,0,2021-02-05T06:40:19.930372,2021-02-05T06:40:42.128297,478017,6192
DEC_BULKSTORAGE,pteg-c78n,87329447,TRUE,C:/sterling/DEC_BULKSTORAGE_20210205_R.CSV,0,275196,0,0,2021-02-05T06:40:35.764389,2021-02-05T06:40:55.995801,220371,5832
NYSERDA_EVREBATE,thd2-fu8y,3609032,TRUE,C:/sterling/NYSERDA_EVREBATE_20210205_R.csv,0,34606,0,0,2021-02-05T09:30:43.327062,2021-02-05T09:30:51.830443,34601,3588
GAMING_RULINGS,igam-2tkj,10678280,TRUE,C:/sterling/GAMING_RULINGS_20210205_R.csv,0,37389,0,0,2021-02-05T09:38:34.221148,2021-02-05T09:38:40.623510,37389,5484
DOL_EMPLSTATUSCIVILNONINST16PLUS,wkup-gbbg,32254,TRUE,C:/sterling/DOL_EMPLSTATUSCIVILNONINST16PLUS_20210205_R.csv,0,297,0,0,2021-02-05T10:27:22.438710,2021-02-05T10:27:26.973919,270,6800
DOS_TESTEMPTYACTIVECORPS,urym-c659,631439847,TRUE,C:/sterling/DOS_TESTEMPTYACTIVECORPS_20210204_R.tsv,0,3019379,0,0,2021-02-05T10:39:28.832829,2021-02-05T10:41:48.024743,2960000,8532
DOS_REAPPRAISERS,3nr4-s9yt,715600,TRUE,C:/sterling/DOS_REAPPRAISERS_20210205_R.TSV,0,4128,0,0,2021-02-05T12:00:43.616724,2021-02-05T12:00:51.882124,4123,5108
DOS_ACTIVERESALESBROKERS,yg7h-zjbf,21753239,TRUE,C:/sterling/DOS_ACTIVERESALESBROKERS_20210205_R.tsv,0,165283,0,0,2021-02-05T12:00:44.418352,2021-02-05T12:00:58.190617,120000,8488
DOS_POLITICALCONSULTANTFILINGS,tekz-xrvb,3569473,TRUE,C:/sterling/DOS_POLITICALCONSULTANTFILINGS_20210205_R.TSV,0,8820,0,0,2021-02-05T13:45:03.851329,2021-02-05T13:45:12.930245,8820,1484
NYSERDA_ALTFUELSTATIONS,bpkx-gmh7,813687,TRUE,C:/sterling/NYSERDA_ALTFUELSTATIONS_20210205_R.csv,0,2500,0,0,2021-02-05T15:00:34.331971,2021-02-05T15:00:42.434877,2501,7492
NYCC_LOCKS,ta83-js48,7410,TRUE,C:/sterling/NYCC_LOCKS_20210205_R.csv,0,56,0,0,2021-02-05T16:00:43.314914,2021-02-05T16:00:48.810775,56,8320
NYCC_MARINASPUBLICDOCKS,6y52-j6td,17056,TRUE,C:/sterling/NYCC_MARINASPUBLICDOCKS_20210205_R.csv,0,131,0,0,2021-02-05T16:00:58.513892,2021-02-05T16:01:03.799665,131,3620
NYCC_LIFTBRIDGES,pe3j-9bkg,1577,TRUE,C:/sterling/NYCC_LIFTBRIDGES_20210205_R.csv,0,20,0,0,2021-02-05T16:00:48.224233,2021-02-05T16:00:56.895332,20,8860
NYCC_GUARDGATES,daiv-97a8,1735,TRUE,C:/sterling/NYCC_GUARDGATES_20210205_R.csv,0,20,0,0,2021-02-05T16:00:52.885529,2021-02-05T16:01:04.406044,20,4344
NYCC_LODGING,2xud-cuua,22738,TRUE,C:/sterling/NYCC_LODGING_20210205_R.csv,0,121,0,0,2021-02-05T16:00:56.787781,2021-02-05T16:01:09.217796,121,3184
NYCC_BOATLAUNCHES,7nbx-apd3,29161,TRUE,C:/sterling/NYCC_BOATLAUNCHES_20210205_R.csv,0,144,0,0,2021-02-05T16:00:38.859629,2021-02-05T16:01:19.152019,144,6428
NYCC_BOATSFORHIRE,ibtm-q4dj,15590,TRUE,C:/sterling/NYCC_BOATSFORHIRE_20210205_R.csv,0,70,0,0,2021-02-05T16:00:38.888635,2021-02-05T16:00:53.488966,70,8196
DOS_REAPPRAISERS,3nr4-s9yt,715600,TRUE,C:/sterling/DOS_REAPPRAISERS_20210205_R.TSV,0,4128,0,0,2021-02-05T18:00:38.543661,2021-02-05T18:00:47.588497,4128,8356
DOS_POLITICALCONSULTANTFILINGS,tekz-xrvb,3569473,TRUE,C:/sterling/DOS_POLITICALCONSULTANTFILINGS_20210205_R.TSV,0,8820,0,0,2021-02-05T18:00:38.803675,2021-02-05T18:00:49.725122,8820,5212
DOS_ACTIVERESALESBROKERS,yg7h-zjbf,21753239,TRUE,C:/sterling/DOS_ACTIVERESALESBROKERS_20210205_R.tsv,0,165283,0,0,2021-02-05T18:00:39.068696,2021-02-05T18:01:04.948832,136565,3720
SLA_PENDINGLICENSES,t5r8-ymc5,276245,TRUE,C:/sterling/SLA_PENDINGLICENSES_20210205_R.csv,0,1962,0,0,2021-02-05T23:30:38.479208,2021-02-05T23:30:44.914639,1970,7308
SLA_ACTIVELICENSES,hrvs-fxs2,10615467,TRUE,C:/sterling/SLA_ACTIVELICENSES_20210205_R.csv,0,49876,0,0,2021-02-05T23:30:38.459206,2021-02-05T23:30:53.581333,0,7832
ITS_ACTIVITYLOGDATASET,h5bg-pd3x,146252,TRUE,C:/sterling/ITS_ACTIVITYLOGDATASET_20210205_A.csv,0,325,0,0,2021-02-06T00:30:40.566230,2021-02-06T00:30:55.318403,215116,3024
GAMING_RETAILERFILE,2vvn-pdyi,1335126,TRUE,C:/sterling/GAMING_RETAILERFILE_20210205_R.CSV,0,15680,0,0,2021-02-06T02:00:26.464477,2021-02-06T02:00:33.934609,15680,8076
GAMING_LICENSING,cz9u-yj7m,2269825,TRUE,C:/sterling/GAMING_LICENSING_20210206_R.csv,0,21017,0,0,2021-02-06T02:00:27.022513,2021-02-06T02:00:34.331778,21015,9184
GAMING_WINNINGNUMMEGA,5xaw-6ayf,79,TRUE,C:/sterling/GAMING_WINNINGNUMMEGA_20210205_A.CSV,0,1,0,0,2021-02-06T02:00:43.371561,2021-02-06T02:00:50.544784,1951,8752
GAMING_WINNINGNUMCASH4LIFE,kwxv-fwze,65,TRUE,C:/sterling/GAMING_WINNINGNUMCASH4LIFE_20210205_A.CSV,0,1,0,0,2021-02-06T02:00:38.775265,2021-02-06T02:00:51.322398,1109,696
GAMING_BREAKDOWN,q6ts-kwhk,1199484,TRUE,C:/sterling/GAMING_BREAKDOWN_20210206_R.csv,0,4313,0,0,2021-02-06T02:00:33.904954,2021-02-06T02:01:01.257602,4313,8048
GAMING_RULINGS,igam-2tkj,10678280,TRUE,C:/sterling/GAMING_RULINGS_20210206_R.csv,0,37389,0,0,2021-02-06T02:00:40.177356,2021-02-06T02:01:18.030998,37389,1304
DMV_LENSCUSTOMERS,tt84-bydt,2775778,TRUE,C:/sterling/DMV_LENSCUSTOMERS_20210205_R.csv,0,14872,0,0,2021-02-06T03:00:56.903788,2021-02-06T03:01:22.862023,0,6944
DOS_AMC,7ttn-4nwr,23103,TRUE,C:/sterling/DOS_AMC_20210206_R.csv,0,158,0,0,2021-02-06T03:45:28.679041,2021-02-06T03:45:34.369145,158,8984
NYSERDA_UERCOUNTYMONTHLY,47km-hhvs,13276432,TRUE,C:/sterling/NYSERDA_UERCOUNTYMONTHLY_20210205_R.csv,0,109925,0,0,2021-02-06T04:02:34.769053,2021-02-06T04:02:49.856802,68142,244
NYSERDA_UERZIPMONTHLY,tzb9-c2c6,97023106,TRUE,C:/sterling/NYSERDA_UERZIPMONTHLY_20210205_R.csv,0,743398,0,0,2021-02-06T04:03:03.655916,2021-02-06T04:03:39.931468,680000,4976
NYSERDA_UERCOMMUNITYMONTHLY,m3xm-q3dw,228293932,TRUE,C:/sterling/NYSERDA_UERCOMMUNITYMONTHLY_20210205_R.csv,0,1493687,0,0,2021-02-06T04:02:34.862060,2021-02-06T04:03:09.679756,1440000,1004
DOS_AEBARBERBUSINESSES,y3u4-jbgh,5778916,TRUE,C:/sterling/DOS_AEBARBERBUSINESSES_20210206_R.tsv,0,34182,0,0,2021-02-06T05:02:31.627227,2021-02-06T05:02:40.186944,18119,8300
DEC_CURRENTPESTICIDEBUSINESSES,h8u2-6ejg,1030938,TRUE,C:/sterling/DEC_CURRENTPESTICIDEBUSINESSES_20210206_R.csv,0,7578,0,0,2021-02-06T05:09:21.398747,2021-02-06T05:09:27.335168,7601,6812
DEC_PESTICIDEAPPLICATORS,c7db-kwpj,4318504,TRUE,C:/sterling/DEC_PESTICIDEAPPLICATORS_20210206_R.csv,0,31751,0,0,2021-02-06T05:09:21.126728,2021-02-06T05:09:28.550407,31746,2164
GAMING_WINNINGNUMPICK10,bycu-cw7c,97,TRUE,C:/sterling/GAMING_WINNINGNUMPICK10_20210205_A.CSV,0,1,0,0,2021-02-06T05:30:29.345247,2021-02-06T05:30:35.053501,12403,8468
GAMING_WINNINGNUMNUMSWIN4,hsys-3def,283,TRUE,C:/sterling/GAMING_WINNINGNUMNUMSWIN4_20210205_A.CSV,0,1,0,0,2021-02-06T05:30:29.076230,2021-02-06T05:30:34.932659,14666,4572
GAMING_WINNINGNUMTAKE5,dg63-4siq,61,TRUE,C:/sterling/GAMING_WINNINGNUMTAKE5_20210205_A.CSV,0,1,0,0,2021-02-06T05:30:29.475254,2021-02-06T05:30:36.895671,8693,1820
GAMING_WINNINGNUMQUICKDRAW,7sqk-ycpk,30942,TRUE,C:/sterling/GAMING_WINNINGNUMQUICKDRAW_20210205_A.CSV,0,351,0,0,2021-02-06T05:30:29.298244,2021-02-06T05:30:44.578185,1033458,8996
DEC_REMEDIATION,c6ci-rzpg,34303462,TRUE,C:/sterling/DEC_REMEDIATION_20210206_R.CSV,0,83104,0,0,2021-02-06T06:40:34.032678,2021-02-06T06:40:45.768755,40000,6824
DEC_BULKSTORAGE,pteg-c78n,87330604,TRUE,C:/sterling/DEC_BULKSTORAGE_20210206_R.CSV,0,275198,0,0,2021-02-06T06:40:16.566220,2021-02-06T06:40:36.292956,221176,8660
DEC_SPILLINCIDENTS,u44d-k5fk,108548311,TRUE,C:/sterling/DEC_SPILLINCIDENTS_20210206_R.CSV,0,511843,0,0,2021-02-06T06:40:27.631146,2021-02-06T06:40:48.307758,477357,6784
NYSERDA_EVREBATE,thd2-fu8y,3626233,TRUE,C:/sterling/NYSERDA_EVREBATE_20210206_R.csv,0,34772,0,0,2021-02-06T09:30:41.941504,2021-02-06T09:30:48.769961,34606,3728
DOS_REAPPRAISERS,3nr4-s9yt,715427,TRUE,C:/sterling/DOS_REAPPRAISERS_20210206_R.TSV,0,4127,0,0,2021-02-06T12:00:31.261754,2021-02-06T12:00:42.475170,4128,8172
DOS_POLITICALCONSULTANTFILINGS,tekz-xrvb,3569473,TRUE,C:/sterling/DOS_POLITICALCONSULTANTFILINGS_20210206_R.TSV,0,8820,0,0,2021-02-06T12:00:32.925870,2021-02-06T12:00:47.098451,8820,7620
DOS_ACTIVERESALESBROKERS,yg7h-zjbf,21747582,TRUE,C:/sterling/DOS_ACTIVERESALESBROKERS_20210206_R.tsv,0,165242,0,0,2021-02-06T12:00:31.253747,2021-02-06T12:00:54.614281,80000,8740
NYSERDA_ALTFUELSTATIONS,bpkx-gmh7,813115,TRUE,C:/sterling/NYSERDA_ALTFUELSTATIONS_20210206_R.csv,0,2498,0,0,2021-02-06T15:00:29.702826,2021-02-06T15:00:38.216446,2500,3920
NYCC_BOATLAUNCHES,7nbx-apd3,29161,TRUE,C:/sterling/NYCC_BOATLAUNCHES_20210206_R.csv,0,144,0,0,2021-02-06T16:00:32.948986,2021-02-06T16:00:38.344927,144,5916
NYCC_LOCKS,ta83-js48,7410,TRUE,C:/sterling/NYCC_LOCKS_20210206_R.csv,0,56,0,0,2021-02-06T16:00:37.779338,2021-02-06T16:00:43.613165,56,6276
NYCC_BOATSFORHIRE,ibtm-q4dj,15590,TRUE,C:/sterling/NYCC_BOATSFORHIRE_20210206_R.csv,0,70,0,0,2021-02-06T16:00:32.453949,2021-02-06T16:00:39.897301,70,7580
NYCC_GUARDGATES,daiv-97a8,1735,TRUE,C:/sterling/NYCC_GUARDGATES_20210206_R.csv,0,20,0,0,2021-02-06T16:00:44.678811,2021-02-06T16:00:49.875669,20,5404
NYCC_LIFTBRIDGES,pe3j-9bkg,1577,TRUE,C:/sterling/NYCC_LIFTBRIDGES_20210206_R.csv,0,20,0,0,2021-02-06T16:00:44.509800,2021-02-06T16:00:48.833363,20,7900
NYCC_MARINASPUBLICDOCKS,6y52-j6td,17056,TRUE,C:/sterling/NYCC_MARINASPUBLICDOCKS_20210206_R.csv,0,131,0,0,2021-02-06T16:00:51.438288,2021-02-06T16:00:56.031338,131,8872
NYCC_LODGING,2xud-cuua,22738,TRUE,C:/sterling/NYCC_LODGING_20210206_R.csv,0,121,0,0,2021-02-06T16:00:51.026270,2021-02-06T16:00:55.681760,121,1744
DOS_REAPPRAISERS,3nr4-s9yt,715788,TRUE,C:/sterling/DOS_REAPPRAISERS_20210206_R.TSV,0,4129,0,0,2021-02-06T18:00:29.796842,2021-02-06T18:00:35.439438,4127,8812
DOS_POLITICALCONSULTANTFILINGS,tekz-xrvb,3569473,TRUE,C:/sterling/DOS_POLITICALCONSULTANTFILINGS_20210206_R.TSV,0,8820,0,0,2021-02-06T18:00:30.021921,2021-02-06T18:00:35.733042,8820,6268
DOS_ACTIVERESALESBROKERS,yg7h-zjbf,21747582,TRUE,C:/sterling/DOS_ACTIVERESALESBROKERS_20210206_R.tsv,0,165242,0,0,2021-02-06T18:00:29.797842,2021-02-06T18:00:58.263837,143520,5152
SLA_PENDINGLICENSES,t5r8-ymc5,275600,TRUE,C:/sterling/SLA_PENDINGLICENSES_20210206_R.csv,0,1957,0,0,2021-02-06T23:30:33.266949,2021-02-06T23:30:37.468489,1962,4428
SLA_ACTIVELICENSES,hrvs-fxs2,10615505,TRUE,C:/sterling/SLA_ACTIVELICENSES_20210206_R.csv,0,49876,0,0,2021-02-06T23:30:27.278521,2021-02-06T23:30:36.233025,0,5188
ITS_ACTIVITYLOGDATASET,h5bg-pd3x,131166,TRUE,C:/sterling/ITS_ACTIVITYLOGDATASET_20210206_A.csv,0,287,0,0,2021-02-07T00:30:35.800988,2021-02-07T00:30:48.615746,215441,5168
GAMING_WINNINGNUMPOWERBALL,d6yy-54nr,69,TRUE,C:/sterling/GAMING_WINNINGNUMPOWERBALL_20210206_A.CSV,0,1,0,0,2021-02-07T02:00:43.883789,2021-02-07T02:00:50.252359,1147,1284
GAMING_BREAKDOWN,q6ts-kwhk,1199481,TRUE,C:/sterling/GAMING_BREAKDOWN_20210207_R.csv,0,4313,0,0,2021-02-07T02:00:36.850294,2021-02-07T02:00:44.944847,4313,8272
GAMING_WINNINGNUMCASH4LIFE,kwxv-fwze,65,TRUE,C:/sterling/GAMING_WINNINGNUMCASH4LIFE_20210206_A.CSV,0,1,0,0,2021-02-07T02:00:43.803782,2021-02-07T02:00:49.807769,1110,4216
GAMING_RULINGS,igam-2tkj,10681073,TRUE,C:/sterling/GAMING_RULINGS_20210207_R.csv,0,37394,0,0,2021-02-07T02:00:33.814079,2021-02-07T02:00:54.940488,0,7844
GAMING_RETAILERFILE,2vvn-pdyi,1335126,TRUE,C:/sterling/GAMING_RETAILERFILE_20210206_R.CSV,0,15680,0,0,2021-02-07T02:00:38.856435,2021-02-07T02:00:44.869094,15680,5572
GAMING_LICENSING,cz9u-yj7m,2268355,TRUE,C:/sterling/GAMING_LICENSING_20210207_R.csv,0,21003,0,0,2021-02-07T02:00:36.027235,2021-02-07T02:00:42.024198,21017,2092
DMV_LENSCUSTOMERS,tt84-bydt,2776500,TRUE,C:/sterling/DMV_LENSCUSTOMERS_20210206_R.csv,0,14876,0,0,2021-02-07T03:01:07.097901,2021-02-07T03:01:31.916095,14872,3952
DOS_AMC,7ttn-4nwr,23103,TRUE,C:/sterling/DOS_AMC_20210207_R.csv,0,158,0,0,2021-02-07T03:45:22.959950,2021-02-07T03:45:27.080184,158,8452
NYSERDA_UERCOUNTYMONTHLY,47km-hhvs,13282133,TRUE,C:/sterling/NYSERDA_UERCOUNTYMONTHLY_20210206_R.csv,0,109925,0,0,2021-02-07T04:01:55.234185,2021-02-07T04:02:21.025981,0,9052
NYSERDA_UERZIPMONTHLY,tzb9-c2c6,97071730,TRUE,C:/sterling/NYSERDA_UERZIPMONTHLY_20210206_R.csv,0,743398,0,0,2021-02-07T04:02:17.520759,2021-02-07T04:02:57.752121,680000,2032
NYSERDA_UERCOMMUNITYMONTHLY,m3xm-q3dw,228371859,TRUE,C:/sterling/NYSERDA_UERCOMMUNITYMONTHLY_20210206_R.csv,0,1493687,0,0,2021-02-07T04:01:49.216760,2021-02-07T04:02:17.961072,1400000,2580
DOS_AEBARBERBUSINESSES,y3u4-jbgh,5777192,TRUE,C:/sterling/DOS_AEBARBERBUSINESSES_20210207_R.tsv,0,34171,0,0,2021-02-07T05:02:05.572641,2021-02-07T05:02:13.816311,0,2732
DEC_CURRENTPESTICIDEBUSINESSES,h8u2-6ejg,1030938,TRUE,C:/sterling/DEC_CURRENTPESTICIDEBUSINESSES_20210207_R.csv,0,7578,0,0,2021-02-07T05:09:24.763605,2021-02-07T05:09:31.166909,7578,7860
DEC_PESTICIDEAPPLICATORS,c7db-kwpj,4318504,TRUE,C:/sterling/DEC_PESTICIDEAPPLICATORS_20210207_R.csv,0,31751,0,0,2021-02-07T05:09:24.693602,2021-02-07T05:09:30.077544,31751,8344
GAMING_WINNINGNUMPICK10,bycu-cw7c,97,TRUE,C:/sterling/GAMING_WINNINGNUMPICK10_20210206_A.CSV,0,1,0,0,2021-02-07T05:30:30.992231,2021-02-07T05:30:35.620658,12404,8784
GAMING_WINNINGNUMNUMSWIN4,hsys-3def,283,TRUE,C:/sterling/GAMING_WINNINGNUMNUMSWIN4_20210206_A.CSV,0,1,0,0,2021-02-07T05:30:28.814079,2021-02-07T05:30:34.539545,14667,3952
